,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
860,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.70829576,131.2726054
861,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71495131,131.2745723
862,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71496296,131.2745722
863,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71497249,131.2745747
864,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71498428,131.2745895
865,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71498428,131.2745895
866,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71498889,131.2746022
867,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71499207,131.2746125
868,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71499641,131.2746258
869,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.7149998,131.27464
870,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.7149998,131.27464
871,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71500375,131.2746579
872,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71500786,131.2746745
873,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71501021,131.2746905
874,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71501021,131.2746905
875,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71501386,131.2747094
876,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71595555,131.2748053
877,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71597113,131.274796
878,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71598786,131.2747857
879,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71771642,131.2736255
880,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71916134,131.272771
881,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.71918621,131.2726759
882,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.72106595,131.2705826
883,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.7215898,131.270923
884,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.72361269,131.2700625
885,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.72488279,131.2697488
886,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.72491534,131.2697522
887,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.72597839,131.2701599
888,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73036967,131.2750841
889,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.7348675,131.2814776
890,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73580532,131.2837888
891,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73581832,131.2837706
892,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73583084,131.2837565
893,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73584548,131.283741
894,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.73584548,131.283741
895,eyeshine,Crocodylus,0,Mid-stream,2022-07-17,-12.75106525,131.2819776
896,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.75107257,131.2820251
897,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.75600962,131.2853004
898,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.75697382,131.2769507
899,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-17,-12.76725203,131.2596471
900,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78545858,131.2358888
901,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78808214,131.2356329
902,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78623363,131.2384086
903,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78448516,131.239045
904,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78906602,131.2344906
905,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.78841718,131.2312019
906,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.79096099,131.2286473
907,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.79616126,131.2257522
908,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.81650797,131.2183296
909,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.81792065,131.2181732
910,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.82036226,131.2167877
911,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.82122117,131.2139313
912,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.82107119,131.2105874
913,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.82544147,131.2088518
914,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.83286956,131.2091438
915,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.83290972,131.2091092
916,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.84203533,131.2071169
917,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-17,-12.84442553,131.2072992
918,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.86333665,131.2042916
919,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.86330158,131.2043249
920,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.86161942,131.2052464
921,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.86673927,131.2059489
922,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.87005791,131.205098
923,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.87625056,131.2044349
924,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.87980357,131.2027567
925,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.87980003,131.2020947
926,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.88393832,131.2024326
927,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.88983581,131.2068601
928,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.89634925,131.2128892
929,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.90473246,131.226406
930,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.5517466666667,131.374381666667
931,C. porosus,Crocodylus porosus,7,Shallow water on edge,2021-09-13,-12.5523216666667,131.374361666667
932,C. porosus,Crocodylus porosus,13,Shallow water on edge,2021-09-13,-12.5525583333333,131.374358333333
933,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.5527933333333,131.374458333333
934,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.5551466666667,131.376408333333
935,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.555455,131.377396666667
936,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.555745,131.378326666667
937,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.5569716666667,131.380945
938,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.557855,131.382313333333
939,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.5605866666667,131.385976666667
940,C. porosus,Crocodylus porosus,8,On bank,2021-09-13,-12.56121,131.38519
941,C. porosus,Crocodylus porosus,7,On bank,2021-09-13,-12.563165,131.38448
942,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5643516666667,131.384411666667
943,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.56465,131.383678333333
944,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.56395,131.382975
945,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.5650883333333,131.38127
946,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.56511,131.381263333333
947,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.5669616666667,131.380756666667
948,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.56692,131.379668333333
949,C. porosus,Crocodylus porosus,12,In mangroves behind bank,2021-09-13,-12.5678933333333,131.380121666667
950,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.568615,131.379823333333
951,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.568845,131.378711666667
952,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5689466666667,131.379663333333
953,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.5699833333333,131.37862
954,C. porosus,Crocodylus porosus,10,Mid-stream,2021-09-13,-12.5706783333333,131.378816666667
955,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.5733783333333,131.380613333333
956,C. porosus,Crocodylus porosus,15,Shallow water on edge,2021-09-13,-12.5735433333333,131.382003333333
957,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.5732366666667,131.385228333333
958,C. porosus,Crocodylus porosus,9,On bank,2021-09-13,-12.57344,131.386101666667
959,C. porosus,Crocodylus porosus,5,Shallow water on edge,2021-09-13,-12.5738366666667,131.38831
960,C. porosus,Crocodylus porosus,4,Shallow water on edge,2021-09-13,-12.5738633333333,131.388326666667
961,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.573975,131.388391666667
962,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.5747316666667,131.388535
963,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.5747583333333,131.387285
964,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5772783333333,131.385726666667
965,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.5772983333333,131.385706666667
966,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.577405,131.38556
967,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.5761733333333,131.385635
968,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.5761816666667,131.385628333333
969,C. porosus,Crocodylus porosus,14,Shallow water on edge,2021-09-13,-12.5765783333333,131.385021666667
970,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.5817366666667,131.379901666667
971,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.5823483333333,131.38054
972,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.5851,131.37928
973,C. porosus,Crocodylus porosus,2,On bank,2021-09-13,-12.5862183333333,131.379325
974,C. porosus,Crocodylus porosus,14,Shallow water on edge,2021-09-13,-12.5874983333333,131.379083333333
975,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.5890183333333,131.382726666667
976,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.5912316666667,131.385743333333
977,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.591125,131.386656666667
978,C. porosus,Crocodylus porosus,5,Shallow water on edge,2021-09-13,-12.5921616666667,131.387091666667
979,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.592325,131.3871
980,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.592675,131.386461666667
981,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.59411,131.386673333333
982,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5941183333333,131.38666
983,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.5944583333333,131.386231666667
984,C. porosus,Crocodylus porosus,9,On bank,2021-09-13,-12.5935866666667,131.38515
985,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5946033333333,131.384466666667
986,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.593665,131.384495
987,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.5944766666667,131.383263333333
988,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.594355,131.382131666667
989,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.5943383333333,131.382108333333
990,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.593525,131.38099
991,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.59445,131.38087
992,C. porosus,Crocodylus porosus,13,Shallow water on edge,2021-09-13,-12.5945116666667,131.380436666667
993,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.59389,131.379676666667
994,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.5950316666667,131.379135
995,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.5948233333333,131.377821666667
996,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.595875,131.377593333333
997,C. porosus,Crocodylus porosus,16,Shallow water on edge,2021-09-13,-12.596385,131.376311666667
998,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.59731,131.37555
999,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.5980933333333,131.375876666667
1000,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.598235,131.375695
1001,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.599335,131.37498
1002,C. porosus,Crocodylus porosus,12,Mid-stream,2021-09-13,-12.6017,131.373948333333
1003,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.602985,131.373398333333
1004,C. porosus,Crocodylus porosus,13,Shallow water on edge,2021-09-13,-12.6030116666667,131.373411666667
1005,C. porosus,Crocodylus porosus,13,Shallow water on edge,2021-09-13,-12.60304,131.373426666667
1006,C. porosus,Crocodylus porosus,8,On bank,2021-09-13,-12.604585,131.374941666667
1007,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.6058383333333,131.375013333333
1008,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.6068166666667,131.376026666667
1009,C. porosus,Crocodylus porosus,11,On bank,2021-09-13,-12.6105533333333,131.378935
1010,C. porosus,Crocodylus porosus,14,Shallow water on edge,2021-09-13,-12.6108666666667,131.37883
1011,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6102233333333,131.378236666667
1012,C. porosus,Crocodylus porosus,18,Shallow water on edge,2021-09-13,-12.61149,131.37749
1013,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.611765,131.377221666667
1014,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6121866666667,131.37696
1015,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6123583333333,131.376886666667
1016,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.61332,131.377255
1017,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.6147,131.37525
1018,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6150133333333,131.374986666667
1019,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.6150333333333,131.37498
1020,C. porosus,Crocodylus porosus,7,Shallow water on edge,2021-09-13,-12.616085,131.375176666667
1021,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.61609,131.375151666667
1022,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.616725,131.37466
1023,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.6175733333333,131.37296
1024,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6181916666667,131.373573333333
1025,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.618675,131.372006666667
1026,C. porosus,Crocodylus porosus,10,On bank,2021-09-13,-12.620645,131.37024
1027,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6206966666667,131.370216666667
1028,C. porosus,Crocodylus porosus,12,On bank,2021-09-13,-12.620775,131.370178333333
1029,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6217016666667,131.368996666667
1030,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.622335,131.367903333333
1031,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6224133333333,131.36782
1032,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.6232066666667,131.366448333333
1033,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.6239316666667,131.36504
1034,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6249383333333,131.364876666667
1035,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.62542,131.363973333333
1036,C. porosus,Crocodylus porosus,9,On bank,2021-09-13,-12.62497,131.36338
1037,C. porosus,Crocodylus porosus,10,Shallow water on edge,2021-09-13,-12.6266966666667,131.360575
1038,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6280016666667,131.359861666667
1039,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.62848,131.358476666667
1040,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6299916666667,131.358143333333
1041,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.63144,131.356671666667
1042,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6319683333333,131.357116666667
1043,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.6322016666667,131.357021666667
1044,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.633065,131.356578333333
1045,C. porosus,Crocodylus porosus,3,Shallow water on edge,2021-09-13,-12.634045,131.356116666667
1046,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6350833333333,131.355708333333
1047,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6357766666667,131.355485
1048,C. porosus,Crocodylus porosus,12,Mid-stream,2021-09-13,-12.63772,131.355156666667
1049,C. porosus,Crocodylus porosus,2,Shallow water on edge,2021-09-13,-12.6389033333333,131.355031666667
1050,C. porosus,Crocodylus porosus,12,Shallow water on edge,2021-09-13,-12.6401116666667,131.356
1051,C. porosus,Crocodylus porosus,6,Shallow water on edge,2021-09-13,-12.64108,131.35809
1052,C. porosus,Crocodylus porosus,8,Shallow water on edge,2021-09-13,-12.64119,131.35865
1053,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6413033333333,131.360035
1054,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6413616666667,131.361055
1055,C. porosus,Crocodylus porosus,9,Shallow water on edge,2021-09-13,-12.64137,131.361851666667
1056,C. porosus,Crocodylus porosus,6,On bank,2021-09-13,-12.6407516666667,131.362383333333
1057,C. porosus,Crocodylus porosus,11,Shallow water on edge,2021-09-13,-12.6408166666667,131.362471666667
1058,C. porosus,Crocodylus porosus,10,Mid-stream,2021-09-13,-12.6426933333333,131.36729
